Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Admin2,FIPS,Combined_Key,Incident_Rate,People_Tested,People_Hospitalized,UID,ISO3,Cases_28_Days,Deaths_28_Days
Colorado,US,2021-07-04 04:22:07,40.61810999,-108.2070876,1048,26,,,Moffat,8081,"Moffat, Colorado, US",7889.783934352179,,,84008081,USA,167,4
Colorado,US,2021-07-04 04:22:07,37.33859579,-108.5958857,2096,25,,,Montezuma,8083,"Montezuma, Colorado, US",8005.194209983577,,,84008083,USA,84,0
Colorado,US,2021-07-04 04:22:07,38.40214114,-108.26390220000002,3754,66,,,Montrose,8085,"Montrose, Colorado, US",8779.643575471257,,,84008085,USA,146,4
Colorado,US,2021-07-04 04:22:07,40.26279810000001,-103.8093302,2756,96,,,Morgan,8087,"Morgan, Colorado, US",9481.216457960645,,,84008087,USA,42,1
Colorado,US,2021-07-04 04:22:07,37.9014485,-103.7173385,2087,67,,,Otero,8089,"Otero, Colorado, US",11418.098260203524,,,84008089,USA,24,0
Colorado,US,2021-07-04 04:22:07,38.14717457,-107.7675136,297,3,,,Ouray,8091,"Ouray, Colorado, US",5997.576736672052,,,84008091,USA,7,0
Colorado,US,2021-07-04 04:22:07,,,0,0,,,Out of CO,80008,"Out of CO, Colorado, US",,,,84080008,USA,0,0
Colorado,US,2021-07-04 04:22:07,39.120926,-105.7182065,833,5,,,Park,8093,"Park, Colorado, US",4420.270628814009,,,84008093,USA,12,0
Colorado,US,2021-07-04 04:22:07,40.59414277,-102.3577703,400,13,,,Phillips,8095,"Phillips, Colorado, US",9378.663540445486,,,84008095,USA,5,0
Colorado,US,2021-07-04 04:22:07,39.21720112,-106.9310027,2622,4,,,Pitkin,8097,"Pitkin, Colorado, US",14757.696853717569,,,84008097,USA,19,0
Colorado,US,2021-07-04 04:22:07,37.95544985,-102.3926052,1279,22,,,Prowers,8099,"Prowers, Colorado, US",10507.722642129478,,,84008099,USA,13,0
Colorado,US,2021-07-04 04:22:07,38.17359144,-104.5127437,19624,420,,,Pueblo,8101,"Pueblo, Colorado, US",11651.546097943286,,,84008101,USA,444,17
Colorado,US,2021-07-04 04:22:07,39.97913541,-108.2179009,628,5,,,Rio Blanco,8103,"Rio Blanco, Colorado, US",9930.423782416192,,,84008103,USA,40,1
Colorado,US,2021-07-04 04:22:07,37.5836865,-106.3847838,909,16,,,Rio Grande,8105,"Rio Grande, Colorado, US",8067.808644714653,,,84008105,USA,37,0
Colorado,US,2021-07-04 04:22:07,40.48596505,-106.9905548,2297,21,,,Routt,8107,"Routt, Colorado, US",8959.35720415009,,,84008107,USA,39,0
Colorado,US,2021-07-04 04:22:07,38.08054629,-106.282466,457,5,,,Saguache,8109,"Saguache, Colorado, US",6696.951934349356,,,84008109,USA,54,1
Colorado,US,2021-07-04 04:22:07,37.76248981,-107.67632890000002,47,0,,,San Juan,8111,"San Juan, Colorado, US",6456.043956043956,,,84008111,USA,-3,0
Colorado,US,2021-07-04 04:22:07,38.00450883,-108.4020725,925,1,,,San Miguel,8113,"San Miguel, Colorado, US",11309.451033133635,,,84008113,USA,25,1
Colorado,US,2021-07-04 04:22:07,40.87595412,-102.3519227,236,3,,,Sedgwick,8115,"Sedgwick, Colorado, US",10498.220640569394,,,84008115,USA,1,1
Colorado,US,2021-07-04 04:22:07,39.63803232,-106.1150762,3772,8,,,Summit,8117,"Summit, Colorado, US",12163.42588113895,,,84008117,USA,34,
Colorado,US,2021-07-04 04:22:07,38.88133511,-105.1614893,1923,18,,,Teller,8119,"Teller, Colorado, US",7574.444619505279,,,84008119,USA,75,2
Colorado,US,2021-07-04 04:22:07,,,77,0,,,Unassigned,90008,"Unassigned, Colorado, US",,,,84090008,USA,4,0
Colorado,US,2021-07-04 04:22:07,39.97015535,-103.202587,474,13,,,Washington,8121,"Washington, Colorado, US",9657.701711491443,,,84008121,USA,6,0
Colorado,US,2021-07-04 04:22:07,40.55499405,-104.3929621,33542,352,,,Weld,8123,"Weld, Colorado, US",10336.7725552556,,,84008123,USA,765,6
Colorado,US,2021-07-04 04:22:07,40.00346839,-102.4258673,970,17,,,Yuma,8125,"Yuma, Colorado, US",9681.604950593872,,,84008125,USA,17,0
Connecticut,US,2021-07-04 04:22:07,41.26809896,-73.3881171,100549,2202,,,Fairfield,9001,"Fairfield, Connecticut, US",10658.9196592504,,,84009001,USA,394,4
Connecticut,US,2021-07-04 04:22:07,41.80283011,-72.73103891,84551,2440,,,Hartford,9003,"Hartford, Connecticut, US",9481.788005203427,,,84009003,USA,405,13
Connecticut,US,2021-07-04 04:22:07,41.7937534,-73.2451475,14696,298,,,Litchfield,9005,"Litchfield, Connecticut, US",8149.368113434591,,,84009005,USA,90,1
Connecticut,US,2021-07-04 04:22:07,41.45949668,-72.53714864,12874,374,,,Middlesex,9007,"Middlesex, Connecticut, US",7925.582998842621,,,84009007,USA,77,3
Connecticut,US,2021-07-04 04:22:07,41.4080325,-72.93620426,92430,2131,,,New Haven,9009,"New Haven, Connecticut, US",10813.599654638687,,,84009009,USA,417,10
Connecticut,US,2021-07-04 04:22:07,41.48896435,-72.10430976,22590,451,,,New London,9011,"New London, Connecticut, US",8517.906834686997,,,84009011,USA,93,2
Connecticut,US,2021-07-04 04:22:07,41.85853803,-72.3308481,9655,187,,,Tolland,9013,"Tolland, Connecticut, US",6405.875757193755,,,84009013,USA,55,0
Connecticut,US,2021-07-04 04:22:07,,,1180,1,,,Unassigned,90009,"Unassigned, Connecticut, US",,,,84090009,USA,-3,0
Connecticut,US,2021-07-04 04:22:07,41.82972709,-71.98182316,10951,195,,,Windham,9015,"Windham, Connecticut, US",9377.301296432672,,,84009015,USA,57,0
Delaware,US,2021-07-04 04:22:07,39.08646628,-75.56884914,18264,349,,,Kent,10001,"Kent, Delaware, US",10102.55218877568,,,84010001,USA,127,4
Delaware,US,2021-07-04 04:22:07,39.57992638,-75.64054974,65099,847,,,New Castle,10003,"New Castle, Delaware, US",11650.765186048218,,,84010003,USA,456,15
Delaware,US,2021-07-04 04:22:07,38.66143781,-75.39031349,26256,499,,,Sussex,10005,"Sussex, Delaware, US",11209.73422990714,,,84010005,USA,231,2
Delaware,US,2021-07-04 04:22:07,,,227,0,,,Unassigned,90010,"Unassigned, Delaware, US",,,,84090010,USA,1,0
Diamond Princess,US,2020-12-22 04:27:20,,,49,0,,,,88888,"Diamond Princess, US",,,,84088888,USA,0,0
District of Columbia,US,2021-07-04 04:22:07,38.90417773,-77.01655992,49378,1141,,,District of Columbia,11001,"District of Columbia, District of Columbia ,US",6996.538429384951,,,84011001,USA,310,5
Florida,US,2021-07-04 04:22:07,29.67866525,-82.35928158,25834,285,,,Alachua,12001,"Alachua, Florida, US",9602.182550744676,,,84012001,USA,319,0
Florida,US,2021-07-04 04:22:07,30.33060121,-82.28467476,3682,62,,,Baker,12003,"Baker, Florida, US",12605.272167066074,,,84012003,USA,135,0
Florida,US,2021-07-04 04:22:07,30.26548745,-85.62122584,20899,394,,,Bay,12005,"Bay, Florida, US",11962.450988809707,,,84012005,USA,301,0
Florida,US,2021-07-04 04:22:07,29.95079741,-82.16611613,3119,58,,,Bradford,12007,"Bradford, Florida, US",11059.891493209461,,,84012007,USA,68,0
Florida,US,2021-07-04 04:22:07,28.29409504,-80.73091022,44447,914,,,Brevard,12009,"Brevard, Florida, US",7383.9340002857425,,,84012009,USA,1395,0
Florida,US,2021-07-04 04:22:07,26.15184651,-80.48725556,250300,3079,,,Broward,12011,"Broward, Florida, US",12817.637232701309,,,84012011,USA,4997,0
Florida,US,2021-07-04 04:22:07,30.40666734,-85.19394153,1727,45,,,Calhoun,12013,"Calhoun, Florida, US",12243.885147110954,,,84012013,USA,20,0
Florida,US,2021-07-04 04:22:07,26.90131002,-81.92949121,13697,437,,,Charlotte,12015,"Charlotte, Florida, US",7250.542586416812,,,84012015,USA,260,0
Florida,US,2021-07-04 04:22:07,28.84804315,-82.47614748,11649,463,,,Citrus,12017,"Citrus, Florida, US",7783.798953607248,,,84012017,USA,231,0
Florida,US,2021-07-04 04:22:07,29.98319144,-81.85609986,19906,352,,,Clay,12019,"Clay, Florida, US",9079.050590188459,,,84012019,USA,609,0
Florida,US,2021-07-04 04:22:07,26.11091986,-81.34687065,38011,551,,,Collier,12021,"Collier, Florida, US",9875.500776821113,,,84012021,USA,827,0
Florida,US,2021-07-04 04:22:07,30.22509788,-82.62160164,8398,170,,,Columbia,12023,"Columbia, Florida, US",11714.979214909465,,,84012023,USA,120,0
Florida,US,2021-07-04 04:22:07,27.18677893,-81.80941373,4475,97,,,DeSoto,12027,"DeSoto, Florida, US",11776.005894581722,,,84012027,USA,37,0
Florida,US,2021-07-04 04:22:07,29.60631086,-83.15724673,1650,24,,,Dixie,12029,"Dixie, Florida, US",9806.252228693691,,,84012029,USA,23,0
Florida,US,2021-07-04 04:22:07,30.33225875,-81.66976468,104659,1483,,,Duval,12031,"Duval, Florida, US",10927.533659443176,,,84012031,USA,3674,0
Florida,US,2021-07-04 04:22:07,30.67652764,-87.37284571,36948,706,,,Escambia,12033,"Escambia, Florida, US",11607.333593033338,,,84012033,USA,298,0
Florida,US,2021-07-04 04:22:07,29.45933576,-81.31508595,7701,114,,,Flagler,12035,"Flagler, Florida, US",6691.808378446485,,,84012035,USA,194,0
Florida,US,2021-07-04 04:22:07,29.83791238,-84.82731662,1375,20,,,Franklin,12037,"Franklin, Florida, US",11340.206185567009,,,84012037,USA,13,0
Florida,US,2021-07-04 04:22:07,30.57796289,-84.61915825,5854,99,,,Gadsden,12039,"Gadsden, Florida, US",12820.849759088918,,,84012039,USA,76,0
Florida,US,2021-07-04 04:22:07,29.72856978,-82.79880657,1656,44,,,Gilchrist,12041,"Gilchrist, Florida, US",8911.850177591217,,,84012041,USA,18,0
Florida,US,2021-07-04 04:22:07,26.95635849,-81.18996211,1003,19,,,Glades,12043,"Glades, Florida, US",7262.327130548114,,,84012043,USA,20,0
Florida,US,2021-07-04 04:22:07,29.93543004,-85.24270990000002,2020,45,,,Gulf,12045,"Gulf, Florida, US",14810.469975804675,,,84012045,USA,39,0
Florida,US,2021-07-04 04:22:07,30.49673973,-82.94998918,1656,25,,,Hamilton,12047,"Hamilton, Florida, US",11477.68228444691,,,84012047,USA,8,0
Florida,US,2021-07-04 04:22:07,27.49293939,-81.80956574,3408,45,,,Hardee,12049,"Hardee, Florida, US",12651.742955785725,,,84012049,USA,129,0
Florida,US,2021-07-04 04:22:07,26.55386945,-81.16469006,4963,87,,,Hendry,12051,"Hendry, Florida, US",11810.480224644234,,,84012051,USA,90,0
Florida,US,2021-07-04 04:22:07,28.55364461,-82.42700204,15081,482,,,Hernando,12053,"Hernando, Florida, US",7776.918316831683,,,84012053,USA,446,0
Florida,US,2021-07-04 04:22:07,27.34254618,-81.34071957,8917,366,,,Highlands,12055,"Highlands, Florida, US",8394.761864414759,,,84012055,USA,136,0
Florida,US,2021-07-04 04:22:07,27.9276559,-82.32013172,147394,1832,,,Hillsborough,12057,"Hillsborough, Florida, US",10013.397030370226,,,84012057,USA,3770,0
Florida,US,2021-07-04 04:22:07,30.86747479,-85.81319222,2313,49,,,Holmes,12059,"Holmes, Florida, US",11790.793699342405,,,84012059,USA,29,0
Florida,US,2021-07-04 04:22:07,27.69308961,-80.60556721,13128,306,,,Indian River,12061,"Indian River, Florida, US",8208.950557455775,,,84012061,USA,267,0
Florida,US,2021-07-04 04:22:07,30.7954597,-85.21500423,6512,158,,,Jackson,12063,"Jackson, Florida, US",14030.249493687252,,,84012063,USA,185,0
Florida,US,2021-07-04 04:22:07,30.43669112,-83.89442308,1532,28,,,Jefferson,12065,"Jefferson, Florida, US",10753.895830408537,,,84012065,USA,10,0
Florida,US,2021-07-04 04:22:07,29.98484137,-83.18166636,1631,26,,,Lafayette,12067,"Lafayette, Florida, US",19365.946331037758,,,84012067,USA,6,0
Florida,US,2021-07-04 04:22:07,28.76202069,-81.7125123,31924,663,,,Lake,12069,"Lake, Florida, US",8695.841663988145,,,84012069,USA,811,0
Florida,US,2021-07-04 04:22:07,26.58410348,-81.88399313,75330,1009,,,Lee,12071,"Lee, Florida, US",9775.791387492747,,,84012071,USA,1553,0
Florida,US,2021-07-04 04:22:07,30.45955727,-84.27491114,33402,332,,,Leon,12073,"Leon, Florida, US",11377.400521830357,,,84012073,USA,550,0
Florida,US,2021-07-04 04:22:07,29.31829741,-82.74007147,3649,56,,,Levy,12075,"Levy, Florida, US",8792.13550827651,,,84012075,USA,71,0
Florida,US,2021-07-04 04:22:07,30.23766008,-84.8829258,1095,16,,,Liberty,12077,"Liberty, Florida, US",13107.493416327507,,,84012077,USA,11,0
Florida,US,2021-07-04 04:22:07,30.44396917,-83.47398594,2114,45,,,Madison,12079,"Madison, Florida, US",11431.352403612178,,,84012079,USA,13,0
Florida,US,2021-07-04 04:22:07,27.47196942,-82.31831044,40588,689,,,Manatee,12081,"Manatee, Florida, US",10065.145206607269,,,84012081,USA,623,0
Florida,US,2021-07-04 04:22:07,29.21227113,-82.05803627,32460,996,,,Marion,12083,"Marion, Florida, US",8879.065810672933,,,84012083,USA,489,0
Florida,US,2021-07-04 04:22:07,27.0772071,-80.43109784,13047,335,,,Martin,12085,"Martin, Florida, US",8103.726708074534,,,84012085,USA,309,0
Florida,US,2021-07-04 04:22:07,25.6112362,-80.55170587,511394,6472,,,Miami-Dade,12086,"Miami-Dade, Florida, US",18822.42522838193,,,84012086,USA,9468,0
Florida,US,2021-07-04 04:22:07,25.20904673,-81.07812416,7261,52,,,Monroe,12087,"Monroe, Florida, US",9782.022956296816,,,84012087,USA,155,0
Florida,US,2021-07-04 04:22:07,30.61037141,-81.80297522,9036,127,,,Nassau,12089,"Nassau, Florida, US",10195.76868829337,,,84012089,USA,373,0
Florida,US,2021-07-04 04:22:07,30.69143028,-86.59267105,21318,367,,,Okaloosa,12091,"Okaloosa, Florida, US",10115.878484184152,,,84012091,USA,408,0
Florida,US,2021-07-04 04:22:07,27.386336199999995,-80.88944347,4314,89,,,Okeechobee,12093,"Okeechobee, Florida, US",10230.506545247581,,,84012093,USA,127,0
Florida,US,2021-07-04 04:22:07,28.51367621,-81.31799498,146910,1310,,,Orange,12095,"Orange, Florida, US",10542.881993782348,,,84012095,USA,3712,0
Florida,US,2021-07-04 04:22:07,28.06312234,-81.14882926,47608,529,,,Osceola,12097,"Osceola, Florida, US",12670.092694364086,,,84012097,USA,1298,0
Florida,US,2021-07-04 04:22:07,26.64676272,-80.46536002,151746,2883,,,Palm Beach,12099,"Palm Beach, Florida, US",10138.230990733378,,,84012099,USA,2933,0
Florida,US,2021-07-04 04:22:07,28.30810945,-82.40227529,43789,802,,,Pasco,12101,"Pasco, Florida, US",7904.9078702475135,,,84012101,USA,856,0
Florida,US,2021-07-04 04:22:07,27.93130349,-82.72239666,82969,1671,,,Pinellas,12103,"Pinellas, Florida, US",8509.67593713205,,,84012103,USA,1436,0
Florida,US,2021-07-04 04:22:07,27.95027105,-81.69732947,72946,1387,,,Polk,12105,"Polk, Florida, US",10064.612977508945,,,84012105,USA,1691,0
Florida,US,2021-07-04 04:22:07,29.60779729,-81.74230285,6898,160,,,Putnam,12107,"Putnam, Florida, US",9256.451201674696,,,84012107,USA,165,0
Florida,US,2021-07-04 04:22:07,30.693414500000006,-87.02458128,18936,291,,,Santa Rosa,12113,"Santa Rosa, Florida, US",10273.827673577012,,,84012113,USA,357,0
Florida,US,2021-07-04 04:22:07,27.18546175,-82.33174248,34230,844,,,Sarasota,12115,"Sarasota, Florida, US",7891.788205891982,,,84012115,USA,485,0
Florida,US,2021-07-04 04:22:07,28.7158582,-81.24060348,36667,516,,,Seminole,12117,"Seminole, Florida, US",7771.297045944903,,,84012117,USA,1240,0
Florida,US,2021-07-04 04:22:07,29.90096506,-81.43589967,24170,221,,,St. Johns,12109,"St. Johns, Florida, US",9132.0577922863,,,84012109,USA,851,0
Florida,US,2021-07-04 04:22:07,27.37763908,-80.47106649,28361,657,,,St. Lucie,12111,"St. Lucie, Florida, US",8638.823991690451,,,84012111,USA,820,0
Florida,US,2021-07-04 04:22:07,28.70181754,-82.0794267,9676,284,,,Sumter,12119,"Sumter, Florida, US",7307.053315209183,,,84012119,USA,170,0
Florida,US,2021-07-04 04:22:07,30.19746066,-82.99099670000003,5458,140,,,Suwannee,12121,"Suwannee, Florida, US",12288.087894274717,,,84012121,USA,65,0
Florida,US,2021-07-04 04:22:07,30.04848048,-83.60445406,2769,48,,,Taylor,12123,"Taylor, Florida, US",12837.869164078074,,,84012123,USA,16,0
Florida,US,2021-07-04 04:22:07,,,3017,1012,,,Unassigned,90012,"Unassigned, Florida, US",,,,84090012,USA,0,1000
Florida,US,2021-07-04 04:22:07,30.04412971,-82.37497443,1892,74,,,Union,12125,"Union, Florida, US",12417.142482115902,,,84012125,USA,43,0
Florida,US,2021-07-04 04:22:07,29.05858895,-81.18263252,46235,846,,,Volusia,12127,"Volusia, Florida, US",8356.467926056059,,,84012127,USA,1258,0
Florida,US,2021-07-04 04:22:07,30.16548905,-84.39895211,3593,56,,,Wakulla,12129,"Wakulla, Florida, US",10649.396840451704,,,84012129,USA,57,0
Florida,US,2021-07-04 04:22:07,30.64204028,-86.16935664,8033,89,,,Walton,12131,"Walton, Florida, US",10845.000067502802,,,84012131,USA,104,0
Florida,US,2021-07-04 04:22:07,30.61359259,-85.66002461,2768,52,,,Washington,12133,"Washington, Florida, US",10866.407568798337,,,84012133,USA,13,0
Georgia,US,2021-07-04 04:22:07,31.74847232,-82.28909114,2339,72,,,Appling,13001,"Appling, Georgia, US",12721.636027412163,,,84013001,USA,20,0
Georgia,US,2021-07-04 04:22:07,31.29633502,-82.87545866,1051,23,,,Atkinson,13003,"Atkinson, Georgia, US",12872.014696876911,,,84013003,USA,17,1
Georgia,US,2021-07-04 04:22:07,31.55456473,-82.45936528,1670,40,,,Bacon,13005,"Bacon, Georgia, US",14958.796130419205,,,84013005,USA,19,1
Georgia,US,2021-07-04 04:22:07,31.32669878,-84.44218806,232,10,,,Baker,13007,"Baker, Georgia, US",7636.603028308097,,,84013007,USA,2,1
Georgia,US,2021-07-04 04:22:07,33.06882326,-83.24701748,4585,136,,,Baldwin,13009,"Baldwin, Georgia, US",10213.856092670974,,,84013009,USA,18,3
Georgia,US,2021-07-04 04:22:07,34.35607081,-83.49644388,1851,38,,,Banks,13011,"Banks, Georgia, US",9623.583238016014,,,84013011,USA,13,-2
Georgia,US,2021-07-04 04:22:07,33.99148694,-83.71436292,10243,146,,,Barrow,13013,"Barrow, Georgia, US",12305.382027871216,,,84013013,USA,98,6
Georgia,US,2021-07-04 04:22:07,34.23732119,-84.83887523,14971,236,,,Bartow,13015,"Bartow, Georgia, US",13895.747090163171,,,84013015,USA,150,3
Georgia,US,2021-07-04 04:22:07,31.76095874,-83.22145359,2113,83,,,Ben Hill,13017,"Ben Hill, Georgia, US",12652.694610778442,,,84013017,USA,3,2
Georgia,US,2021-07-04 04:22:07,31.27590016,-83.22529920000002,1910,47,,,Berrien,13019,"Berrien, Georgia, US",9846.88353869155,,,84013019,USA,37,1
Georgia,US,2021-07-04 04:22:07,32.80904227,-83.70489165,16204,464,,,Bibb,13021,"Bibb, Georgia, US",10579.854922009154,,,84013021,USA,191,6
Georgia,US,2021-07-04 04:22:07,32.43829035,-83.33035166,1490,51,,,Bleckley,13023,"Bleckley, Georgia, US",11574.613532199175,,,84013023,USA,24,0
Georgia,US,2021-07-04 04:22:07,31.19576557,-81.97743999,1673,41,,,Brantley,13025,"Brantley, Georgia, US",8755.03689361034,,,84013025,USA,21,1
Georgia,US,2021-07-04 04:22:07,30.83922642,-83.58303423,1425,50,,,Brooks,13027,"Brooks, Georgia, US",9219.12402147894,,,84013027,USA,11,2
Georgia,US,2021-07-04 04:22:07,32.00979311,-81.44002948,3771,41,,,Bryan,13029,"Bryan, Georgia, US",9516.238928003631,,,84013029,USA,72,0
Georgia,US,2021-07-04 04:22:07,32.39577406,-81.74811421,6853,121,,,Bulloch,13031,"Bulloch, Georgia, US",8608.431313435836,,,84013031,USA,19,1
Georgia,US,2021-07-04 04:22:07,33.05917989,-81.99928721,2626,65,,,Burke,13033,"Burke, Georgia, US",11732.118125362998,,,84013033,USA,19,1
Georgia,US,2021-07-04 04:22:07,33.283094500000004,-83.95435040000002,3215,90,,,Butts,13035,"Butts, Georgia, US",12893.00609560475,,,84013035,USA,36,2
Georgia,US,2021-07-04 04:22:07,31.53169785,-84.62725131,585,16,,,Calhoun,13037,"Calhoun, Georgia, US",9452.253999030538,,,84013037,USA,1,1
Georgia,US,2021-07-04 04:22:07,30.92951916,-81.66601818,4123,39,,,Camden,13039,"Camden, Georgia, US",7542.165148355468,,,84013039,USA,110,1
Georgia,US,2021-07-04 04:22:07,32.40209349,-82.07702563,994,68,,,Candler,13043,"Candler, Georgia, US",9201.147829306674,,,84013043,USA,26,1
Georgia,US,2021-07-04 04:22:07,33.58138199,-85.07976677,11582,246,,,Carroll,13045,"Carroll, Georgia, US",9652.310154010269,,,84013045,USA,89,2
Georgia,US,2021-07-04 04:22:07,34.89872298,-85.13757014,6637,73,,,Catoosa,13047,"Catoosa, Georgia, US",9820.952944658184,,,84013047,USA,94,2
Georgia,US,2021-07-04 04:22:07,30.78371028,-82.13951596,1612,36,,,Charlton,13049,"Charlton, Georgia, US",12037.037037037036,,,84013049,USA,56,2
Georgia,US,2021-07-04 04:22:07,32.00043026,-81.12489526,23766,464,,,Chatham,13051,"Chatham, Georgia, US",8211.31188888505,,,84013051,USA,256,2
Georgia,US,2021-07-04 04:22:07,32.34341231,-84.78809239,4542,17,,,Chattahoochee,13053,"Chattahoochee, Georgia, US",41642.98157146786,,,84013053,USA,266,1
Georgia,US,2021-07-04 04:22:07,34.47197698,-85.34535662,2877,76,,,Chattooga,13055,"Chattooga, Georgia, US",11605.954253902939,,,84013055,USA,12,2
Georgia,US,2021-07-04 04:22:07,34.24393976,-84.47431861,31589,334,,,Cherokee,13057,"Cherokee, Georgia, US",12207.224092157992,,,84013057,USA,196,3
Georgia,US,2021-07-04 04:22:07,33.95436462,-83.37124007,15214,149,,,Clarke,13059,"Clarke, Georgia, US",11855.280485619222,,,84013059,USA,63,2
Georgia,US,2021-07-04 04:22:07,31.62221166,-84.97713865,237,3,,,Clay,13061,"Clay, Georgia, US",8362.73817925194,,,84013061,USA,0,0
Georgia,US,2021-07-04 04:22:07,33.54187245,-84.35594188,27545,525,,,Clayton,13063,"Clayton, Georgia, US",9424.956202781124,,,84013063,USA,334,20
Georgia,US,2021-07-04 04:22:07,30.91395822,-82.70432472,987,27,,,Clinch,13065,"Clinch, Georgia, US",14913.871260199456,,,84013065,USA,1,0
Georgia,US,2021-07-04 04:22:07,33.94243204,-84.5761255,80344,1110,,,Cobb,13067,"Cobb, Georgia, US",10569.618005080636,,,84013067,USA,702,23
Georgia,US,2021-07-04 04:22:07,31.54892966,-82.85492059999999,5376,179,,,Coffee,13069,"Coffee, Georgia, US",12423.451112703071,,,84013069,USA,59,6
Georgia,US,2021-07-04 04:22:07,31.18810588,-83.7677946,4847,129,,,Colquitt,13071,"Colquitt, Georgia, US",10629.38596491228,,,84013071,USA,94,5
